timestamp,metric,value
2026-01-03T05:00:00,request_latency_ms,197.83
2026-01-03T06:00:00,cpu_usage,59.22
2026-01-03T06:00:00,request_latency_ms,194.24
2026-01-03T07:00:00,cpu_usage,61.23
2026-01-03T07:00:00,request_latency_ms,194.98
2026-01-03T08:00:00,cpu_usage,62.74
2026-01-03T08:00:00,request_latency_ms,197.93
2026-01-03T09:00:00,cpu_usage,59.02
2026-01-03T09:00:00,request_latency_ms,183.51
2026-01-03T10:00:00,cpu_usage,59.37
2026-01-03T10:00:00,request_latency_ms,187.54
2026-01-03T11:00:00,cpu_usage,55.92
2026-01-03T11:00:00,request_latency_ms,188.27
2026-01-03T12:00:00,cpu_usage,57.39
2026-01-03T12:00:00,request_latency_ms,189.53
2026-01-03T13:00:00,cpu_usage,60.45
2026-01-03T13:00:00,request_latency_ms,185.70
2026-01-03T14:00:00,cpu_usage,60.23
2026-01-03T14:00:00,request_latency_ms,193.20
2026-01-03T15:00:00,cpu_usage,60.06
2026-01-03T15:00:00,request_latency_ms,196.89
2026-01-03T16:00:00,cpu_usage,61.55
2026-01-03T16:00:00,request_latency_ms,186.70
2026-01-03T17:00:00,cpu_usage,56.01
2026-01-03T17:00:00,request_latency_ms,181.11
2026-01-03T18:00:00,cpu_usage,58.76
2026-01-03T18:00:00,request_latency_ms,198.74
2026-01-03T19:00:00,cpu_usage,57.30
2026-01-03T19:00:00,request_latency_ms,186.97
2026-01-03T20:00:00,cpu_usage,58.32
2026-01-03T20:00:00,request_latency_ms,182.52
2026-01-03T21:00:00,cpu_usage,58.88
2026-01-03T21:00:00,request_latency_ms,182.92
2026-01-03T22:00:00,cpu_usage,59.95
2026-01-03T22:00:00,request_latency_ms,189.63
2026-01-03T23:00:00,cpu_usage,55.39
2026-01-03T23:00:00,request_latency_ms,181.98
2026-01-04T00:00:00,cpu_usage,59.32
2026-01-04T00:00:00,request_latency_ms,196.79
2026-01-04T01:00:00,cpu_usage,57.15
2026-01-04T01:00:00,request_latency_ms,197.63
2026-01-04T02:00:00,cpu_usage,55.82
2026-01-04T02:00:00,request_latency_ms,186.24
2026-01-04T03:00:00,cpu_usage,56.17
2026-01-04T03:00:00,request_latency_ms,199.82
2026-01-04T04:00:00,cpu_usage,57.28
2026-01-04T04:00:00,request_latency_ms,192.40
2026-01-04T05:00:00,cpu_usage,56.77
2026-01-04T05:00:00,request_latency_ms,185.75
2026-01-04T06:00:00,cpu_usage,58.15
2026-01-04T06:00:00,request_latency_ms,195.79
2026-01-04T07:00:00,cpu_usage,62.62
2026-01-04T07:00:00,request_latency_ms,182.63
2026-01-04T08:00:00,cpu_usage,58.48
2026-01-04T08:00:00,request_latency_ms,193.43
2026-01-04T09:00:00,cpu_usage,60.49
2026-01-04T09:00:00,request_latency_ms,184.07
2026-01-04T10:00:00,cpu_usage,62.79
2026-01-04T10:00:00,request_latency_ms,187.12
2026-01-04T11:00:00,cpu_usage,61.42
2026-01-04T11:00:00,request_latency_ms,191.25
2026-01-04T12:00:00,cpu_usage,55.88
2026-01-04T12:00:00,request_latency_ms,187.71
2026-01-04T13:00:00,cpu_usage,62.89
2026-01-04T13:00:00,request_latency_ms,191.65
2026-01-04T14:00:00,cpu_usage,57.21
2026-01-04T14:00:00,request_latency_ms,188.77
2026-01-04T15:00:00,cpu_usage,57.42
2026-01-04T15:00:00,request_latency_ms,196.33
2026-01-04T16:00:00,cpu_usage,57.59
2026-01-04T16:00:00,request_latency_ms,196.48
2026-01-04T17:00:00,cpu_usage,57.15
2026-01-04T17:00:00,request_latency_ms,181.09
2026-01-04T18:00:00,cpu_usage,59.68
2026-01-04T18:00:00,request_latency_ms,188.01
2026-01-04T19:00:00,cpu_usage,59.86
2026-01-04T19:00:00,request_latency_ms,190.56
2026-01-04T20:00:00,cpu_usage,55.07
2026-01-04T20:00:00,request_latency_ms,195.64
2026-01-04T21:00:00,cpu_usage,60.41
2026-01-04T21:00:00,request_latency_ms,198.00
2026-01-04T22:00:00,cpu_usage,55.02
2026-01-04T22:00:00,request_latency_ms,190.39
2026-01-04T23:00:00,cpu_usage,60.41
2026-01-04T23:00:00,request_latency_ms,186.19
2026-01-05T00:00:00,cpu_usage,56.26
2026-01-05T00:00:00,request_latency_ms,191.93
2026-01-05T01:00:00,cpu_usage,60.08
2026-01-05T01:00:00,request_latency_ms,181.68
2026-01-05T02:00:00,cpu_usage,62.33
2026-01-05T02:00:00,request_latency_ms,187.15
2026-01-05T03:00:00,cpu_usage,56.45
2026-01-05T03:00:00,request_latency_ms,194.67
2026-01-05T04:00:00,cpu_usage,59.17
2026-01-05T04:00:00,request_latency_ms,196.29
2026-01-05T05:00:00,cpu_usage,56.45
2026-01-05T05:00:00,request_latency_ms,188.47
2026-01-05T06:00:00,cpu_usage,58.37
2026-01-05T06:00:00,request_latency_ms,197.35
2026-01-05T07:00:00,cpu_usage,60.71
2026-01-05T07:00:00,request_latency_ms,190.03
2026-01-05T08:00:00,cpu_usage,62.69
2026-01-05T08:00:00,request_latency_ms,187.17
2026-01-05T09:00:00,cpu_usage,56.58
2026-01-05T09:00:00,request_latency_ms,194.84
2026-01-05T10:00:00,cpu_usage,61.09
2026-01-05T10:00:00,request_latency_ms,197.75
2026-01-05T11:00:00,cpu_usage,55.38
2026-01-05T11:00:00,request_latency_ms,191.93
2026-01-05T12:00:00,cpu_usage,62.42
2026-01-05T12:00:00,request_latency_ms,193.97
2026-01-05T13:00:00,cpu_usage,60.55
2026-01-05T13:00:00,request_latency_ms,194.89
2026-01-05T14:00:00,cpu_usage,56.79
2026-01-05T14:00:00,request_latency_ms,199.02
2026-01-05T15:00:00,cpu_usage,55.83
2026-01-05T15:00:00,request_latency_ms,181.37
2026-01-05T16:00:00,cpu_usage,61.67
2026-01-05T16:00:00,request_latency_ms,194.67
2026-01-05T17:00:00,cpu_usage,55.76
2026-01-05T17:00:00,request_latency_ms,189.99
2026-01-05T18:00:00,cpu_usage,58.29
2026-01-05T18:00:00,request_latency_ms,198.66
2026-01-05T19:00:00,cpu_usage,61.82
2026-01-05T19:00:00,request_latency_ms,194.33
2026-01-05T20:00:00,cpu_usage,56.11
2026-01-05T20:00:00,request_latency_ms,185.37
2026-01-05T21:00:00,cpu_usage,57.07
2026-01-05T21:00:00,request_latency_ms,182.82
2026-01-05T22:00:00,cpu_usage,61.64
2026-01-05T22:00:00,request_latency_ms,184.92
2026-01-05T23:00:00,cpu_usage,55.59
2026-01-05T23:00:00,request_latency_ms,184.59
2026-01-06T00:00:00,cpu_usage,60.90
2026-01-06T00:00:00,request_latency_ms,186.22
2026-01-06T01:00:00,cpu_usage,59.64
2026-01-06T01:00:00,request_latency_ms,197.42
2026-01-06T02:00:00,cpu_usage,56.98
2026-01-06T02:00:00,request_latency_ms,188.05
2026-01-06T03:00:00,cpu_usage,62.05
2026-01-06T03:00:00,request_latency_ms,189.13
2026-01-06T04:00:00,cpu_usage,62.85
2026-01-06T04:00:00,request_latency_ms,193.52
2026-01-06T05:00:00,cpu_usage,58.99
2026-01-06T05:00:00,request_latency_ms,198.85
2026-01-06T06:00:00,cpu_usage,59.16
2026-01-06T06:00:00,request_latency_ms,193.42
2026-01-06T07:00:00,cpu_usage,57.43
2026-01-06T07:00:00,request_latency_ms,188.63
2026-01-06T08:00:00,cpu_usage,60.74
2026-01-06T08:00:00,request_latency_ms,197.96
2026-01-06T09:00:00,cpu_usage,55.04
2026-01-06T09:00:00,request_latency_ms,193.82
2026-01-06T10:00:00,cpu_usage,58.76
2026-01-06T10:00:00,request_latency_ms,192.76
2026-01-06T11:00:00,cpu_usage,55.11
2026-01-06T11:00:00,request_latency_ms,182.10
2026-01-06T12:00:00,cpu_usage,62.82
2026-01-06T12:00:00,request_latency_ms,189.88
2026-01-06T13:00:00,cpu_usage,56.87
2026-01-06T13:00:00,request_latency_ms,197.67
2026-01-06T14:00:00,cpu_usage,59.02
2026-01-06T14:00:00,request_latency_ms,199.84
2026-01-06T15:00:00,cpu_usage,56.15
2026-01-06T15:00:00,request_latency_ms,181.89
2026-01-06T16:00:00,cpu_usage,58.42
2026-01-06T16:00:00,request_latency_ms,198.14
2026-01-06T17:00:00,cpu_usage,56.35
2026-01-06T17:00:00,request_latency_ms,197.74
2026-01-06T18:00:00,cpu_usage,55.59
2026-01-06T18:00:00,request_latency_ms,194.01
2026-01-06T19:00:00,cpu_usage,57.39
2026-01-06T19:00:00,request_latency_ms,188.75
2026-01-06T20:00:00,cpu_usage,56.03
2026-01-06T20:00:00,request_latency_ms,186.42
2026-01-06T21:00:00,cpu_usage,60.26
2026-01-06T21:00:00,request_latency_ms,183.38
2026-01-06T22:00:00,cpu_usage,60.60
2026-01-06T22:00:00,request_latency_ms,184.30
2026-01-06T23:00:00,cpu_usage,55.93
2026-01-06T23:00:00,request_latency_ms,184.12
2026-01-07T00:00:00,cpu_usage,58.99
2026-01-07T00:00:00,request_latency_ms,182.86
2026-01-07T01:00:00,cpu_usage,60.32
2026-01-07T01:00:00,request_latency_ms,196.43
2026-01-07T02:00:00,cpu_usage,58.25
2026-01-07T02:00:00,request_latency_ms,187.74
2026-01-07T03:00:00,cpu_usage,59.08
2026-01-07T03:00:00,request_latency_ms,184.41
2026-01-07T04:00:00,cpu_usage,58.46
2026-01-07T04:00:00,request_latency_ms,186.75
2026-01-07T05:00:00,cpu_usage,58.82
2026-01-07T05:00:00,request_latency_ms,190.59
2026-01-07T06:00:00,cpu_usage,61.72
2026-01-07T06:00:00,request_latency_ms,195.74
2026-01-07T07:00:00,cpu_usage,57.57
2026-01-07T07:00:00,request_latency_ms,182.54
2026-01-07T08:00:00,cpu_usage,58.22
2026-01-07T08:00:00,request_latency_ms,199.58
2026-01-07T09:00:00,cpu_usage,58.09
2026-01-07T09:00:00,request_latency_ms,186.18
2026-01-07T10:00:00,cpu_usage,62.19
2026-01-07T10:00:00,request_latency_ms,185.64
2026-01-07T11:00:00,cpu_usage,58.23
2026-01-07T11:00:00,request_latency_ms,189.05
2026-01-07T12:00:00,cpu_usage,55.86
2026-01-07T12:00:00,request_latency_ms,189.92
2026-01-07T13:00:00,cpu_usage,60.38
2026-01-07T13:00:00,request_latency_ms,189.48
2026-01-07T14:00:00,cpu_usage,61.54
2026-01-07T14:00:00,request_latency_ms,190.14
2026-01-07T15:00:00,cpu_usage,57.35
2026-01-07T15:00:00,request_latency_ms,183.77
2026-01-07T16:00:00,cpu_usage,59.48
2026-01-07T16:00:00,request_latency_ms,198.07
2026-01-07T17:00:00,cpu_usage,58.05
2026-01-07T17:00:00,request_latency_ms,181.13
2026-01-07T18:00:00,cpu_usage,59.22
2026-01-07T18:00:00,request_latency_ms,195.58
2026-01-07T19:00:00,cpu_usage,61.84
2026-01-07T19:00:00,request_latency_ms,196.96
2026-01-07T20:00:00,cpu_usage,60.79
2026-01-07T20:00:00,request_latency_ms,184.59
2026-01-07T21:00:00,cpu_usage,60.61
2026-01-07T21:00:00,request_latency_ms,180.83
2026-01-07T22:00:00,cpu_usage,57.10
2026-01-07T22:00:00,request_latency_ms,192.39
2026-01-07T23:00:00,cpu_usage,59.92
2026-01-07T23:00:00,request_latency_ms,190.08
2026-01-08T00:00:00,cpu_usage,56.92
2026-01-08T00:00:00,request_latency_ms,185.00
2026-01-08T01:00:00,cpu_usage,57.70
2026-01-08T01:00:00,request_latency_ms,190.78
2026-01-08T02:00:00,cpu_usage,57.04
2026-01-08T02:00:00,request_latency_ms,198.48
2026-01-08T03:00:00,cpu_usage,62.36
2026-01-08T03:00:00,request_latency_ms,189.69
2026-01-08T04:00:00,cpu_usage,61.24
2026-01-08T04:00:00,request_latency_ms,183.87
2026-01-08T05:00:00,cpu_usage,60.00
2026-01-08T05:00:00,request_latency_ms,193.46
2026-01-08T06:00:00,cpu_usage,59.61
2026-01-08T06:00:00,request_latency_ms,195.64
2026-01-08T07:00:00,cpu_usage,58.38
2026-01-08T07:00:00,request_latency_ms,198.88
2026-01-08T08:00:00,cpu_usage,62.50
2026-01-08T08:00:00,request_latency_ms,199.70
2026-01-08T09:00:00,cpu_usage,56.93
2026-01-08T09:00:00,request_latency_ms,199.49
2026-01-08T10:00:00,cpu_usage,58.44
2026-01-08T10:00:00,request_latency_ms,196.15
2026-01-08T11:00:00,cpu_usage,56.88
2026-01-08T11:00:00,request_latency_ms,188.11
2026-01-08T12:00:00,cpu_usage,56.17
2026-01-08T12:00:00,request_latency_ms,190.97
2026-01-08T13:00:00,cpu_usage,62.71
2026-01-08T13:00:00,request_latency_ms,197.31
2026-01-08T14:00:00,cpu_usage,56.39
2026-01-08T14:00:00,request_latency_ms,198.78
2026-01-08T15:00:00,cpu_usage,57.27
2026-01-08T15:00:00,request_latency_ms,183.02
2026-01-08T16:00:00,cpu_usage,60.18
2026-01-08T16:00:00,request_latency_ms,184.77
2026-01-08T17:00:00,cpu_usage,61.18
2026-01-08T17:00:00,request_latency_ms,189.11
2026-01-08T18:00:00,cpu_usage,59.76
2026-01-08T18:00:00,request_latency_ms,183.21
2026-01-08T19:00:00,cpu_usage,62.42
2026-01-08T19:00:00,request_latency_ms,191.28
2026-01-08T20:00:00,cpu_usage,56.77
2026-01-08T20:00:00,request_latency_ms,191.33
2026-01-08T21:00:00,cpu_usage,55.52
2026-01-08T21:00:00,request_latency_ms,197.72
2026-01-08T22:00:00,cpu_usage,55.86
2026-01-08T22:00:00,request_latency_ms,187.90
2026-01-08T23:00:00,cpu_usage,57.25
2026-01-08T23:00:00,request_latency_ms,183.59
2026-01-09T00:00:00,cpu_usage,55.49
2026-01-09T00:00:00,request_latency_ms,184.34
2026-01-09T01:00:00,cpu_usage,60.40
2026-01-09T01:00:00,request_latency_ms,195.65
2026-01-09T02:00:00,cpu_usage,61.17
2026-01-09T02:00:00,request_latency_ms,187.51
2026-01-09T03:00:00,cpu_usage,56.44
2026-01-09T03:00:00,request_latency_ms,184.70
2026-01-09T04:00:00,cpu_usage,60.73
2026-01-09T04:00:00,request_latency_ms,190.43
2026-01-09T05:00:00,cpu_usage,62.10
2026-01-09T05:00:00,request_latency_ms,184.24
2026-01-09T06:00:00,cpu_usage,62.06
2026-01-09T06:00:00,request_latency_ms,183.30
2026-01-09T07:00:00,cpu_usage,61.27
2026-01-09T07:00:00,request_latency_ms,188.99
2026-01-09T08:00:00,cpu_usage,67.58
2026-01-09T08:00:00,request_latency_ms,197.14
2026-01-09T09:00:00,cpu_usage,59.32
2026-01-09T09:00:00,request_latency_ms,180.66
2026-01-09T10:00:00,cpu_usage,60.64
2026-01-09T10:00:00,request_latency_ms,197.64
2026-01-09T11:00:00,cpu_usage,55.47
2026-01-09T11:00:00,request_latency_ms,183.10
2026-01-09T12:00:00,cpu_usage,59.72
2026-01-09T12:00:00,request_latency_ms,198.80
2026-01-09T13:00:00,cpu_usage,60.44
2026-01-09T13:00:00,request_latency_ms,184.33
2026-01-09T14:00:00,cpu_usage,55.12
2026-01-09T14:00:00,request_latency_ms,181.98
2026-01-09T15:00:00,cpu_usage,59.54
2026-01-09T15:00:00,request_latency_ms,189.80
2026-01-09T16:00:00,cpu_usage,59.95
2026-01-09T16:00:00,request_latency_ms,191.67
2026-01-09T17:00:00,cpu_usage,55.70
2026-01-09T17:00:00,request_latency_ms,187.49
2026-01-09T18:00:00,cpu_usage,59.37
2026-01-09T18:00:00,request_latency_ms,188.07
2026-01-09T19:00:00,cpu_usage,56.86
2026-01-09T19:00:00,request_latency_ms,186.38
2026-01-09T20:00:00,cpu_usage,61.56
2026-01-09T20:00:00,request_latency_ms,194.60
2026-01-09T21:00:00,cpu_usage,60.56
2026-01-09T21:00:00,request_latency_ms,199.22
2026-01-09T22:00:00,cpu_usage,56.62
2026-01-09T22:00:00,request_latency_ms,196.49
2026-01-09T23:00:00,cpu_usage,55.42
2026-01-09T23:00:00,request_latency_ms,193.67
2026-01-10T00:00:00,cpu_usage,56.30
2026-01-10T00:00:00,request_latency_ms,185.37
2026-01-10T01:00:00,cpu_usage,56.97
2026-01-10T01:00:00,request_latency_ms,190.16
2026-01-10T02:00:00,cpu_usage,58.13
2026-01-10T02:00:00,request_latency_ms,196.32
2026-01-10T03:00:00,cpu_usage,62.37
2026-01-10T03:00:00,request_latency_ms,190.38
2026-01-10T04:00:00,cpu_usage,56.38
2026-01-10T04:00:00,request_latency_ms,183.95
2026-01-10T05:00:00,cpu_usage,61.56
2026-01-10T05:00:00,request_latency_ms,190.26
2026-01-10T06:00:00,cpu_usage,55.20
2026-01-10T06:00:00,request_latency_ms,188.30
2026-01-10T07:00:00,cpu_usage,62.72
2026-01-10T07:00:00,request_latency_ms,183.48
2026-01-10T08:00:00,cpu_usage,55.82
2026-01-10T08:00:00,request_latency_ms,189.88
2026-01-10T09:00:00,cpu_usage,60.71
2026-01-10T09:00:00,request_latency_ms,198.25
2026-01-10T10:00:00,cpu_usage,58.86
2026-01-10T10:00:00,request_latency_ms,197.45
2026-01-10T11:00:00,cpu_usage,59.36
2026-01-10T11:00:00,request_latency_ms,194.23
2026-01-10T12:00:00,cpu_usage,60.17
2026-01-10T12:00:00,request_latency_ms,180.14
2026-01-10T13:00:00,cpu_usage,57.61
2026-01-10T13:00:00,request_latency_ms,189.01
2026-01-10T14:00:00,cpu_usage,60.69
2026-01-10T14:00:00,request_latency_ms,199.54
2026-01-10T15:00:00,cpu_usage,56.67
2026-01-10T15:00:00,request_latency_ms,194.19
2026-01-10T16:00:00,cpu_usage,59.65
2026-01-10T16:00:00,request_latency_ms,184.07
2026-01-10T17:00:00,cpu_usage,58.90
2026-01-10T17:00:00,request_latency_ms,189.37
2026-01-10T18:00:00,cpu_usage,62.49
2026-01-10T18:00:00,request_latency_ms,185.31
2026-01-10T19:00:00,cpu_usage,58.66
2026-01-10T19:00:00,request_latency_ms,190.55
2026-01-10T20:00:00,cpu_usage,56.13
2026-01-10T20:00:00,request_latency_ms,184.42
2026-01-10T21:00:00,cpu_usage,58.61
2026-01-10T21:00:00,request_latency_ms,190.92
2026-01-10T22:00:00,cpu_usage,59.14
2026-01-10T22:00:00,request_latency_ms,194.46
2026-01-10T23:00:00,cpu_usage,60.77
2026-01-10T23:00:00,request_latency_ms,186.04
2026-01-11T00:00:00,cpu_usage,55.38
2026-01-11T00:00:00,request_latency_ms,193.91
2026-01-11T01:00:00,cpu_usage,55.71
2026-01-11T01:00:00,request_latency_ms,188.88
2026-01-11T02:00:00,cpu_usage,62.06
2026-01-11T02:00:00,request_latency_ms,182.81
2026-01-11T03:00:00,cpu_usage,62.02
2026-01-11T03:00:00,request_latency_ms,185.15
2026-01-11T04:00:00,cpu_usage,56.49
2026-01-11T04:00:00,request_latency_ms,185.01
2026-01-11T05:00:00,cpu_usage,60.92
2026-01-11T05:00:00,request_latency_ms,199.30
2026-01-11T06:00:00,cpu_usage,62.25
2026-01-11T06:00:00,request_latency_ms,189.47
2026-01-11T07:00:00,cpu_usage,58.05
2026-01-11T07:00:00,request_latency_ms,186.00
2026-01-11T08:00:00,cpu_usage,61.66
2026-01-11T08:00:00,request_latency_ms,197.63
2026-01-11T09:00:00,cpu_usage,61.21
2026-01-11T09:00:00,request_latency_ms,187.75
2026-01-11T10:00:00,cpu_usage,56.33
2026-01-11T10:00:00,request_latency_ms,199.64
2026-01-11T11:00:00,cpu_usage,59.64
2026-01-11T11:00:00,request_latency_ms,181.45
2026-01-11T12:00:00,cpu_usage,60.36
2026-01-11T12:00:00,request_latency_ms,188.17
2026-01-11T13:00:00,cpu_usage,57.27
2026-01-11T13:00:00,request_latency_ms,197.22
2026-01-11T14:00:00,cpu_usage,60.48
2026-01-11T14:00:00,request_latency_ms,191.08
2026-01-11T15:00:00,cpu_usage,59.03
2026-01-11T15:00:00,request_latency_ms,188.70
2026-01-11T16:00:00,cpu_usage,59.39
2026-01-11T16:00:00,request_latency_ms,188.70
2026-01-11T17:00:00,cpu_usage,57.67
2026-01-11T17:00:00,request_latency_ms,196.07
2026-01-11T18:00:00,cpu_usage,56.09
2026-01-11T18:00:00,request_latency_ms,182.48
2026-01-11T19:00:00,cpu_usage,62.04
2026-01-11T19:00:00,request_latency_ms,184.65
2026-01-11T20:00:00,cpu_usage,56.29
2026-01-11T20:00:00,request_latency_ms,186.91
2026-01-11T21:00:00,cpu_usage,61.02
2026-01-11T21:00:00,request_latency_ms,191.65
2026-01-11T22:00:00,cpu_usage,55.88
2026-01-11T22:00:00,request_latency_ms,197.27
2026-01-11T23:00:00,cpu_usage,60.21
2026-01-11T23:00:00,request_latency_ms,193.80
2026-01-12T00:00:00,cpu_usage,60.08
2026-01-12T00:00:00,request_latency_ms,197.15
2026-01-12T01:00:00,cpu_usage,60.27
2026-01-12T01:00:00,request_latency_ms,185.55
2026-01-12T02:00:00,cpu_usage,59.10
2026-01-12T02:00:00,request_latency_ms,197.06
2026-01-12T03:00:00,cpu_usage,60.81
2026-01-12T03:00:00,request_latency_ms,192.37
2026-01-12T04:00:00,cpu_usage,62.23
2026-01-12T04:00:00,request_latency_ms,191.68
2026-01-12T05:00:00,cpu_usage,55.35
2026-01-12T05:00:00,request_latency_ms,180.79
2026-01-12T06:00:00,cpu_usage,55.00
2026-01-12T06:00:00,request_latency_ms,185.89
2026-01-12T07:00:00,cpu_usage,61.32
2026-01-12T07:00:00,request_latency_ms,186.99
2026-01-12T08:00:00,cpu_usage,60.57
2026-01-12T08:00:00,request_latency_ms,195.58
2026-01-12T09:00:00,cpu_usage,56.15
2026-01-12T09:00:00,request_latency_ms,199.22
2026-01-12T10:00:00,cpu_usage,61.54
2026-01-12T10:00:00,request_latency_ms,183.63
2026-01-12T11:00:00,cpu_usage,57.37
2026-01-12T11:00:00,request_latency_ms,190.87
2026-01-12T12:00:00,cpu_usage,62.11
2026-01-12T12:00:00,request_latency_ms,181.67
2026-01-12T13:00:00,cpu_usage,62.64
2026-01-12T13:00:00,request_latency_ms,189.22
2026-01-12T14:00:00,cpu_usage,62.60
2026-01-12T14:00:00,request_latency_ms,189.31
2026-01-12T15:00:00,cpu_usage,62.27
2026-01-12T15:00:00,request_latency_ms,199.87
2026-01-12T16:00:00,cpu_usage,58.09
2026-01-12T16:00:00,request_latency_ms,194.29
2026-01-12T17:00:00,cpu_usage,57.96
2026-01-12T17:00:00,request_latency_ms,198.48
2026-01-12T18:00:00,cpu_usage,59.57
2026-01-12T18:00:00,request_latency_ms,188.21
2026-01-12T19:00:00,cpu_usage,57.69
2026-01-12T19:00:00,request_latency_ms,190.70
2026-01-12T20:00:00,cpu_usage,62.05
2026-01-12T20:00:00,request_latency_ms,195.35
